document_id,path,title,metadata_type,created,updated
6278,0029/mss_0095_016,Italian alchemical manuscripts and printed selections,TEI,2018-03-26T16:06:33+00:00,2018-09-11T19:56:21+00:00
6396,0029/mss_0095_014,Liber de consideratione quintae essentiae omnium rerum,TEI,2018-04-06T15:02:22+00:00,2018-09-11T19:51:09+00:00
6449,0029/mss_0095_013,Two leaves from a Psalter,TEI,2018-04-18T14:22:48+00:00,2018-09-11T19:48:54+00:00
6452,0029/mss_0095_017,Secreta,TEI,2018-04-18T15:47:54+00:00,2018-09-11T19:58:36+00:00
6453,0029/mss_0095_015,"Medical, alchemical, and craft materials recipes, 15th and 16th centuries.",TEI,2018-04-18T15:48:34+00:00,2018-09-11T19:53:24+00:00
6454,0029/mss_0095_018,Lapis philosophorum,TEI,2018-04-18T16:36:51+00:00,2018-09-11T20:00:41+00:00
6455,0029/mss_0095_031,"Book of Hours, Use of Noyon",TEI,2018-04-18T17:36:03+00:00,2018-09-11T20:02:51+00:00
6600,0029/mss_0474_f2b,Leaf from a Book of Hours,TEI,2018-06-05T15:35:17+00:00,2018-09-11T20:04:53+00:00
6686,0029/mss_0474_f4,Sermones,TEI,2018-08-16T19:31:10+00:00,2018-09-11T20:07:12+00:00
6770,0029/mss_0095_029,"Receipt of Jehan d'Auxy, Maitre des eaux et forets for Picardie and Seneschal of Ponthieu, for salary paid for the term of Candlemas, 1459, March, 1459",TEI,2018-10-11T17:41:25+00:00,2018-10-17T14:13:29+00:00
6771,0029/mss_0095_030,"Will, Frauentag 1425 3 April 1425",TEI,2018-10-11T17:51:33+00:00,2018-10-17T14:15:35+00:00
