document_id,path,title,metadata_type,created,updated
"",0020/Data/WaltersManuscripts/W206,Books of Hours,Walters TEI,2018-11-29T22:52:12-0500,2018-11-29T22:52:12-0500
"",0020/Data/WaltersManuscripts/W636,Collection of poems (divan),Walters TEI,2018-11-30T13:13:42-0500,2018-11-30T13:13:42-0500
"",0020/Data/WaltersManuscripts/W641,Selection of poems,Walters TEI,2018-11-30T13:35:38-0500,2018-11-30T13:35:38-0500
"",0020/Data/WaltersManuscripts/W746,Man spinning cotton,Walters TEI,2018-11-30T16:21:59-0500,2018-11-30T16:21:59-0500
"",0020/Data/WaltersManuscripts/W731,Single leaf from De septem stationibus passionis Christi,Walters TEI,2018-11-30T16:08:48-0500,2018-11-30T16:08:48-0500
"",0020/Data/WaltersManuscripts/W295,Book of Hours,Walters TEI,2018-11-30T00:15:44-0500,2018-11-30T00:15:44-0500
"",0020/Data/WaltersManuscripts/W548,Euchologion,Walters TEI,2018-11-30T06:35:50-0500,2018-11-30T06:35:50-0500
"",0020/Data/WaltersManuscripts/W912,Shah Sarmad and Prince Dara Shikoh,Walters TEI,2018-11-30T19:19:27-0500,2018-11-30T19:19:27-0500
"",0020/Data/WaltersManuscripts/W432,Prayer book,Walters TEI,2018-11-30T02:50:30-0500,2018-11-30T02:50:30-0500
"",0020/Data/WaltersManuscripts/W178,Book of Hours (for use in Rome),Walters TEI,2018-11-29T21:16:13-0500,2018-11-29T21:16:13-0500
"",0020/Data/WaltersManuscripts/W196,Book of Hours,Walters TEI,2018-11-29T22:11:28-0500,2018-11-29T22:11:28-0500
"",0020/Data/WaltersManuscripts/W76,Life and Deeds of Alexander the Great (Historia de Preliis Alexandri Magni),Walters TEI,2018-08-09T16:03:39-0400,2018-08-09T16:03:39-0400
"",0020/Data/WaltersManuscripts/W172,"Book of Hours, Use of Augustinian Canons of Windesheim Chapter",Walters TEI,2018-11-29T20:49:58-0500,2018-11-29T20:49:58-0500
"",0020/Data/WaltersManuscripts/W105,Butler Hours,Walters TEI,2018-11-29T18:15:30-0500,2018-11-29T18:15:30-0500
