document_id,path,title,metadata_type,created,updated
5161,0026/1996_009_00_0002,Manuscrito Techialoyan de Santa Maria Iztacapan,TEI,2017-10-04T20:02:36+00:00,2017-10-05T07:00:03+00:00
5173,0026/1996_009_00_0001,Mapa de San Juan Tolcayuca,TEI,2017-10-06T13:50:41+00:00,2017-10-07T06:38:15+00:00
5176,0026/2004_003_00_0001,Mexica men playing Tlachtli,TEI,2017-10-06T15:37:48+00:00,2017-10-07T06:38:17+00:00
5186,0026/2010_111_01_0001,Juan de Silva y Luzia su mujer de color moreno su carta de libertad,TEI,2017-10-09T15:05:50+00:00,2017-10-09T16:53:02+00:00
5187,0026/2010_111_02_0001,Obligacion de Jeronimo de Silva contra Juan de Silva y su mujer,TEI,2017-10-09T15:07:42+00:00,2017-10-09T16:53:02+00:00
5188,0026/2010_111_03_0001,Obligacion de Jeronimo de Silva contra Juan De Silva,TEI,2017-10-09T15:11:26+00:00,2017-10-09T16:53:02+00:00
5189,0026/2010_111_04_0001,Obligacion de Juan de Fregenal contra Juan de Silva; Obligacion de Pedro de Zarate contra Juan de Fregenal,TEI,2017-10-09T15:15:45+00:00,2017-10-09T16:53:02+00:00
9409,0026/KIS0001000066,Derrotero al estrecho de Magellanes,TEI,2019-09-24T15:15:10+00:00,2019-09-24T17:44:16+00:00
9410,0026/KIS0001000046,Letter from Francisco de Garay to Ochoa de Isasaga,TEI,2019-09-24T15:34:47+00:00,2019-09-24T17:44:16+00:00
9411,0026/KIS0001000107,Moquegua Manifesto,TEI,2019-09-24T15:39:00+00:00,2019-09-24T17:44:16+00:00
